26.8	22.1	6.3	4.5	3.1
27.8	22.7	6.5	4.8	3.5
28.9	25.0	7.0	4.6	3.5
29.7	25.0	7.3	5.3	3.8
34.0	28.2	8.1	5.6	4.1
33.9	29.1	7.9	6.2	4.1
30.3	25.6	6.9	5.6	3.9
32.1	27.4	7.4	5.9	4.0
30.2	25.7	7.4	5.6	3.8
36.6	31.0	8.8	7.3	4.7
29.1	24.8	7.5	5.4	4.2
26.1	22.4	6.9	5.1	4.2
30.0	25.4	7.9	5.5	4.7
34.1	29.6	8.5	6.2	5.0
31.7	27.2	8.1	6.0	4.6
23.9	20.2	5.5	4.6	3.7
19.7	16.1	5.2	3.8	2.9
22.6	18.8	5.3	4.8	3.1
18.7	15.3	4.6	3.6	2.6
18.6	15.0	4.5	3.6	2.4
